Stationscode,Stationsname,Stationsumgebung,Art der Station,Gemeinde,Jahr,NO2
DEHE143,Alsfeld I (ehemals Ludwigsplatz 1),städtisches Gebiet,Verkehr,Alsfeld,2021,25
DEHE144,Frankfurt Mainkai,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,32
DEHE146,Frankfurt Pforzheimer Straße,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,31
DEHE151,Frankfurt Hochstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,37
DEHE152,Alsfeld III,städtisches Gebiet,Verkehr,Alsfeld,2021,23
DEHE153,Schlangenbad-Wambach Schwalbacher Straße,städtisches Gebiet,Verkehr,Schlangenbad,2021,28
DEHE154,Frankfurt Königsteiner Straße I,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,27
DEHE155,Frankfurt Königsteiner Straße II,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,29
DEHE156,Frankfurt Gotenstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,29
DEHE157,Frankfurt Kasinostraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,30
DEHE158,Frankfurt Mainzer Landstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2021,39
DEHE163,Marburg Bahnhofstraße,städtisches Gebiet,Verkehr,Marburg,2021,31
DEHE165,Neu-Isenburg Frankfurter Straße I,städtisches Gebiet,Verkehr,Neu-Isenburg,2021,kein Wert verfügbar
DEHE166,Neu-Isenburg Frankfurter Straße II,städtisches Gebiet,Verkehr,Neu-Isenburg,2021,kein Wert verfügbar
DEHE167,Neu-Isenburg Frankfurter Straße III,städtisches Gebiet,Verkehr,Neu-Isenburg,2021,kein Wert verfügbar
DEHE168,Limburg Eschhöfer Weg,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2021,kein Wert verfügbar
DEHE169,Limburg Grabenstraße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2021,kein Wert verfügbar
DEHH026,Hamburg Stresemannstraße,städtisches Gebiet,Verkehr,Hamburg,2021,33
DEHH064,Hamburg Kieler Straße,städtisches Gebiet,Verkehr,Hamburg,2021,34
DEHH068,Hamburg Habichtstraße,städtisches Gebiet,Verkehr,Hamburg,2021,38
DEHH070,Hamburg Max-Brauer-Allee II (Straße),städtisches Gebiet,Verkehr,Hamburg,2021,34
DEMV003,Neubrandenburg,städtisches Gebiet,Verkehr,Neubrandenburg,2021,kein Wert verfügbar
DEMV020,Rostock Am Strande,städtisches Gebiet,Verkehr,Rostock,2021,26
DEMV022,Rostock-Holbeinplatz,städtisches Gebiet,Verkehr,Rostock,2021,21
DEMV023,Schwerin-Obotritenring,städtisches Gebiet,Verkehr,Schwerin,2021,kein Wert verfügbar
DEMV025,Stralsund-Knieperdamm,städtisches Gebiet,Verkehr,Stralsund,2021,15
DEMV027,Wolgast-Oberwallstraße,städtisches Gebiet,Verkehr,Wolgast,2021,kein Wert verfügbar
DEMV058,Neubrandenburg Woldegker Straße,städtisches Gebiet,Verkehr,Neubrandenburg,2021,18
DEMV059,Schwerin Obotr. West,städtisches Gebiet,Verkehr,Schwerin,2021,21
DENI008,Braunschweig Verkehr_alt,städtisches Gebiet,Verkehr,Braunschweig,2021,kein Wert verfügbar
DENI048,Hannover Verkehr,städtisches Gebiet,Verkehr,Hannover,2021,34
DENI061,Hildesheim Kaiserstr.,städtisches Gebiet,Verkehr,Hildesheim,2021,kein Wert verfügbar
DENI066,Hildesheim Verkehr,städtisches Gebiet,Verkehr,Hildesheim,2021,28
DENI067,Osnabrück-Verkehr,städtisches Gebiet,Verkehr,Osnabrück,2021,32
DENI068,Göttingen-Verkehr,städtisches Gebiet,Verkehr,Göttingen,2021,26
DENI071,Barbis-Verkehr,vorstädtisches Gebiet,Verkehr,Bad Lauterberg im Harz,2021,kein Wert verfügbar
DENI074,Hameln-Verkehr,städtisches Gebiet,Verkehr,Hameln,2021,32
DENI075,Braunschweig-Verkehr,städtisches Gebiet,Verkehr,Braunschweig,2021,26
DENI143,Oldenburg Heiligengeistwall,städtisches Gebiet,Verkehr,Oldenburg (Oldb),2021,29
DENI146,Osnabrück Neuer Graben,städtisches Gebiet,Verkehr,Osnabrück,2021,34
DENI149,Hannover Bornumer Straße,städtisches Gebiet,Verkehr,Hannover,2021,33
DENI150,Hannover Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Hannover,2021,39
DENI151,Hannover Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Hannover,2021,kein Wert verfügbar
DENI152,Hannover Marienstraße,städtisches Gebiet,Verkehr,Hannover,2021,34
DENI153,Hannover Vahrenwalder Straße,städtisches Gebiet,Verkehr,Hannover,2021,kein Wert verfügbar
DENI157,Wolfsburg Heßlinger Straße,städtisches Gebiet,Verkehr,Wolfsburg,2021,23
DENI160,Braunschweig Hildesheimer Straße,städtisches Gebiet,Verkehr,Braunschweig,2021,kein Wert verfügbar
DENI174,"Hannover Bornumer Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2021,31
DENI175,"Hannover Göttinger Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2021,30
DENI176,"Hannover Friedrich-Ebert-Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2021,29
DENI178,"Hannover Marienstraße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2021,26
DENI179,"Oldenburg Heiligengeistwall, wohngebäudenah",städtisches Gebiet,Verkehr,Oldenburg (Oldb),2021,25
DENI180,"Osnabrück Neuer Graben, wohngebäudenah",städtisches Gebiet,Verkehr,Osnabrück,2021,34
DENI181,"Hannover Friedrich-Ebert-Straße 37/39, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2021,kein Wert verfügbar
DENW043,Essen-Ost Steeler Straße,städtisches Gebiet,Verkehr,Essen,2021,27
DENW082,Düsseldorf Corneliusstraße,städtisches Gebiet,Verkehr,Düsseldorf,2021,38
DENW100,Mönchengladbach Düsseldorfer Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2021,kein Wert verfügbar
DENW101,Dortmund Steinstraße,städtisches Gebiet,Verkehr,Dortmund,2021,kein Wert verfügbar
DENW112,Duisburg Kardinal-Galen-Straße,städtisches Gebiet,Verkehr,Duisburg,2021,28
DENW133,Hagen Graf-von-Galen-Ring,städtisches Gebiet,Verkehr,Hagen,2021,38
DENW134,Essen Gladbecker Straße,städtisches Gebiet,Verkehr,Essen,2021,32
DENW136,Dortmund Brackeler Straße,städtisches Gebiet,Verkehr,Dortmund,2021,33
DENW137,Hagen Wehringhauser Straße ,städtisches Gebiet,Verkehr,Hagen,2021,kein Wert verfügbar
DENW148,Köln Justinianstraße,städtisches Gebiet,Verkehr,Köln,2021,35
DENW151,Köln Neumarkt,städtisches Gebiet,Verkehr,Köln,2021,33
DENW157,Paderborn Bahnhofstraße,städtisches Gebiet,Verkehr,Paderborn,2021,32
DENW158,Paderborn Friedrichstraße 29,städtisches Gebiet,Verkehr,Paderborn,2021,34
DENW161,Essen Alfredstraße 9/11,städtisches Gebiet,Verkehr,Essen,2021,31
DENW162,Essen Brückstraße,städtisches Gebiet,Verkehr,Essen,2021,32
DENW165,Mönchengladbach Aachener Straße 426/428,städtisches Gebiet,Verkehr,Mönchengladbach,2021,31
DENW166,Remscheid Freiheitstraße,städtisches Gebiet,Verkehr,Remscheid,2021,29
DENW171,Essen Hombrucher Straße 21,städtisches Gebiet,Verkehr,Essen,2021,27
DENW172,Neuss Friedrichstraße 29,städtisches Gebiet,Verkehr,Neuss,2021,31
DENW175,Bonn Reuterstraße,städtisches Gebiet,Verkehr,Bonn,2021,33
DENW176,Bonn Bornheimer Straße 35a,städtisches Gebiet,Verkehr,Bonn,2021,30
DENW178,Aachen Adalbertsteinweg,städtisches Gebiet,Verkehr,Aachen,2021,32
DENW184,Dortmund B1 Westfalendamm,städtisches Gebiet,Verkehr,Dortmund,2021,31
DENW185,Dortmund B1 Rheinlanddamm,städtisches Gebiet,Verkehr,Dortmund,2021,34
DENW187,Mülheim Aktienstraße,städtisches Gebiet,Verkehr,Mülheim an der Ruhr,2021,33
DENW188,Oberhausen Mülheimer Straße 117,städtisches Gebiet,Verkehr,Oberhausen,2021,35
DENW189,Wuppertal Gathe,städtisches Gebiet,Verkehr,Wuppertal,2021,36
DENW195,Hamm Münsterstraße,städtisches Gebiet,Verkehr,Hamm,2021,kein Wert verfügbar
DENW200,Bielefeld Detmolder Straße,städtisches Gebiet,Verkehr,Bielefeld,2021,23
DENW203,Herne Recklinghauser Straße,städtisches Gebiet,Verkehr,Herne,2021,kein Wert verfügbar
DENW206,Solingen Konrad-Adenauer-Straße,städtisches Gebiet,Verkehr,Solingen,2021,30
DENW207,Aachen Wilhelmstraße,städtisches Gebiet,Verkehr,Aachen,2021,29
DENW208,Gelsenkirchen Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Gelsenkirchen,2021,32
DENW209,Oberhausen Mülheimer Straße 116,städtisches Gebiet,Verkehr,Oberhausen,2021,35
DENW210,Erwitte Soester Straße 9A,städtisches Gebiet,Verkehr,Erwitte,2021,kein Wert verfügbar
DENW211,Köln Clevischer Ring,städtisches Gebiet,Verkehr,Köln,2021,36
DENW212,Köln Turiner Straße,städtisches Gebiet,Verkehr,Köln,2021,31
DENW213,Overath Hauptstraße 55,städtisches Gebiet,Verkehr,Overath,2021,33
DENW215,Essen-Frohnhausen,städtisches Gebiet,Verkehr,Essen,2021,36
DENW216,Düsseldorf-Bilk,städtisches Gebiet,Verkehr,Düsseldorf,2021,40
DENW219,Köln-Weiden,städtisches Gebiet,Verkehr,Köln,2021,34
DENW222,Halle (Westfalen) Lange Straße,städtisches Gebiet,Verkehr,Halle (Westf.),2021,kein Wert verfügbar
DENW225,Gevelsberg Hagener Straße,städtisches Gebiet,Verkehr,Gevelsberg,2021,kein Wert verfügbar
DENW228,Bielefeld Stapenhorststraße 42,städtisches Gebiet,Verkehr,Bielefeld,2021,24
DENW230,Bönen Bönener Straße,städtisches Gebiet,Verkehr,Bönen,2021,kein Wert verfügbar
DENW232,Langenfeld Schneiderstraße,städtisches Gebiet,Verkehr,Langenfeld (Rhld.),2021,29
DENW239,Witten-Zentrum,städtisches Gebiet,Verkehr,Witten,2021,32
DENW249,Köln-Junkersdorf Statthalterhofweg 70,städtisches Gebiet,Verkehr,Köln,2021,kein Wert verfügbar
DENW251,Krefeld Kölner Straße 209,städtisches Gebiet,Verkehr,Krefeld,2021,30
DENW252,Krefeld Oranierring,städtisches Gebiet,Verkehr,Krefeld,2021,31
DENW253,Duisburg Friedrich-Ebert-Straße 30,städtisches Gebiet,Verkehr,Duisburg,2021,kein Wert verfügbar
DENW255,Hagen Enneper Straße,städtisches Gebiet,Verkehr,Hagen,2021,kein Wert verfügbar
DENW259,Mönchengladbach Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2021,23
DENW260,Münster Weseler Straße,städtisches Gebiet,Verkehr,Münster,2021,27
DENW262,Dinslaken Hans-Böckler-Straße 9,städtisches Gebiet,Verkehr,Dinslaken,2021,kein Wert verfügbar
DENW266,Düren Euskirchener Straße,städtisches Gebiet,Verkehr,Düren,2021,33
DENW267,Hürth Luxemburger Straße 344,städtisches Gebiet,Verkehr,Hürth,2021,27
DENW268,Münster Steinfurter Straße 11,städtisches Gebiet,Verkehr,Münster,2021,kein Wert verfügbar
DENW269,Münster Bült,städtisches Gebiet,Verkehr,Münster,2021,25
DENW272,Siegen Frankfurter Straße,städtisches Gebiet,Verkehr,Siegen,2021,kein Wert verfügbar
DENW275,Dinslaken Hünxer Straße,städtisches Gebiet,Verkehr,Dinslaken,2021,30
DENW277,Essen Krayer Straße 213,städtisches Gebiet,Verkehr,Essen,2021,32
DENW278,Gladbeck Grabenstraße 46,städtisches Gebiet,Verkehr,Gladbeck,2021,kein Wert verfügbar
DENW279,Recklinghausen Kaiserwall,städtisches Gebiet,Verkehr,Recklinghausen,2021,kein Wert verfügbar
DENW281,Hagen Märkischer Ring 85,städtisches Gebiet,Verkehr,Hagen,2021,37
DENW287,Eschweiler Indestraße,städtisches Gebiet,Verkehr,Eschweiler,2021,33
DENW289,Neuss Krefelder Straße,städtisches Gebiet,Verkehr,Neuss,2021,33
DENW290,Neuss Batteriestraße,städtisches Gebiet,Verkehr,Neuss,2021,34
DENW291,Mettmann Breite Straße 10,städtisches Gebiet,Verkehr,Mettmann,2021,kein Wert verfügbar
DENW293,Dinslaken Wilhelm-Lantermann-Straße 33,städtisches Gebiet,Verkehr,Dinslaken,2021,kein Wert verfügbar
DENW294,Emmerich-Elten Schmidtstraße 3,städtisches Gebiet,Verkehr,Emmerich am Rhein,2021,28
DENW296,Recklinghausen Bochumer Straße,städtisches Gebiet,Verkehr,Recklinghausen,2021,32
DENW297,Köln-Meschenich Brühler Landstraße,vorstädtisches Gebiet,Verkehr,Köln,2021,29
DENW299,Gladbeck Grabenstraße 42,städtisches Gebiet,Verkehr,Gladbeck,2021,kein Wert verfügbar
DENW303,Köln Dellbrücker Hauptstraße,städtisches Gebiet,Verkehr,Köln,2021,29
DENW305,Mülheim Kölner Straße (B1),vorstädtisches Gebiet,Verkehr,Mülheim an der Ruhr,2021,kein Wert verfügbar
DENW331,Bochum Herner Straße 385,städtisches Gebiet,Verkehr,Bochum,2021,33
DENW332,Köln Hauptstraße,städtisches Gebiet,Verkehr,Köln,2021,32
DENW334,Kamen Bahnhofstraße 21,städtisches Gebiet,Verkehr,Kamen,2021,kein Wert verfügbar
DENW335,Meerbusch Meerbuscher Straße,städtisches Gebiet,Verkehr,Meerbusch,2021,kein Wert verfügbar
DENW336,Köln Luxemburger Straße,städtisches Gebiet,Verkehr,Köln,2021,34
DENW340,Düsseldorf Ludenberger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2021,38
DENW351,Gelsenkirchen Grothusstraße,städtisches Gebiet,Verkehr,Gelsenkirchen,2021,kein Wert verfügbar
DENW353,Köln Lindweilerweg 144,städtisches Gebiet,Verkehr,Köln,2021,31
DENW354,Düsseldorf Südring,städtisches Gebiet,Verkehr,Düsseldorf,2021,29
DENW355,Leverkusen Gustav-Heinemann-Straße,städtisches Gebiet,Verkehr,Leverkusen,2021,34
DENW356,Lüdenscheid Lennestraße,städtisches Gebiet,Verkehr,Lüdenscheid,2021,kein Wert verfügbar
DENW358,Köln Bergisch Gladbacher Straße,städtisches Gebiet,Verkehr,Köln,2021,30
DENW360,Siegen Sandstraße 15,städtisches Gebiet,Verkehr,Siegen,2021,33
DENW361,Bielefeld-Innenstadt,städtisches Gebiet,Verkehr,Bielefeld,2021,21
DENW363,Paderborn-Schloss Neuhaus,städtisches Gebiet,Verkehr,Paderborn,2021,32
DENW364,Bottrop Peterstraße 9,städtisches Gebiet,Verkehr,Bottrop,2021,31
DENW365,Schwerte Hörder Straße 13,städtisches Gebiet,Verkehr,Schwerte,2021,32
DENW367,Gladbeck Goethestraße,städtisches Gebiet,Verkehr,Gladbeck,2021,kein Wert verfügbar
DENW368,Düsseldorf Burgunderstraße,städtisches Gebiet,Verkehr,Düsseldorf,2021,30
DENW369,Herne Recklinghauser Straße 4/6,städtisches Gebiet,Verkehr,Herne,2021,36
DENW370,Düsseldorf Südring 110,städtisches Gebiet,Verkehr,Düsseldorf,2021,kein Wert verfügbar
DENW371,Aachen-Haaren,städtisches Gebiet,Verkehr,Aachen,2021,30
DENW373,Essen Abteistraße,städtisches Gebiet,Verkehr,Essen,2021,30
DENW376,Duisburg Friedrich-Wilhelm-Straße 25,städtisches Gebiet,Verkehr,Duisburg,2021,30
DENW377,Duisburg Meiderich Bahnhofstraße,städtisches Gebiet,Verkehr,Duisburg,2021,32
DENW379,Essen Hombrucher Straße 31,städtisches Gebiet,Verkehr,Essen,2021,kein Wert verfügbar
DENW383,Bielefeld Herforder Straße,städtisches Gebiet,Verkehr,Bielefeld,2021,kein Wert verfügbar
DENW384,Bochum Dorstener Straße,städtisches Gebiet,Verkehr,Bochum,2021,30
DENW385,Düsseldorf Bernburger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2021,35
DENW393,Düsseldorf Kaiserstraße 31,städtisches Gebiet,Verkehr,Düsseldorf,2021,35
DENW399,Essen Kruppstraße 117,städtisches Gebiet,Verkehr,Essen,2021,43
DENW400,Köln Hahnenstraße 45,städtisches Gebiet,Verkehr,Köln,2021,34
DENW401,Köln Luxemburger Straße 78,städtisches Gebiet,Verkehr,Köln,2021,35
DENW403,Hagen Eckeseyer Str. 7,städtisches Gebiet,Verkehr,Hagen,2021,31
DENW404,Hagen Bergischer Ring 32,städtisches Gebiet,Verkehr,Hagen,2021,24
DENW406,Bochum Dorstener Straße 229,städtisches Gebiet,Verkehr,Bochum,2021,31
DENW407,Bochum Herner Straße 226,städtisches Gebiet,Verkehr,Bochum,2021,29
DENW408,Dortmund Mallinckrodtstraße 192,städtisches Gebiet,Verkehr,Dortmund,2021,36
DENW409,Dortmund Märkische Straße 57,städtisches Gebiet,Verkehr,Dortmund,2021,32
DENW410,Dortmund Ruhrallee 61,städtisches Gebiet,Verkehr,Dortmund,2021,37
DENW411,Dortmund Borsigstraße 53,städtisches Gebiet,Verkehr,Dortmund,2021,39
DENW412,Bielefeld August-Bebel-Straße 79,städtisches Gebiet,Verkehr,Bielefeld,2021,24
DENW413,Bielefeld Kreuzstraße 7,städtisches Gebiet,Verkehr,Bielefeld,2021,33
DENW414,Bielefeld Stapenhorststraße 14,städtisches Gebiet,Verkehr,Bielefeld,2021,28
DENW415,Oberhausen Duisburger Straße,städtisches Gebiet,Verkehr,Oberhausen,2021,31
DENW416,Duisburg Moerser Straße 245,städtisches Gebiet,Verkehr,Duisburg,2021,28
DENW417,Köln Subbelrather Straße 262,städtisches Gebiet,Verkehr,Köln,2021,kein Wert verfügbar
DENW418,Duisburg Asterlager Straße 122,städtisches Gebiet,Verkehr,Duisburg,2021,kein Wert verfügbar
DENW419,Düsseldorf Herzogstraße 37,städtisches Gebiet,Verkehr,Düsseldorf,2021,kein Wert verfügbar
DENW420,Düsseldorf Südring 51,städtisches Gebiet,Verkehr,Düsseldorf,2021,kein Wert verfügbar
DENW421,Düsseldorf Uerdinger Straße 108,städtisches Gebiet,Verkehr,Düsseldorf,2021,kein Wert verfügbar
DENW422,Köln Aachener Straße 491,städtisches Gebiet,Verkehr,Köln,2021,kein Wert verfügbar
DENW423,Duisburg Karl-Jarres-Straße 69,städtisches Gebiet,Verkehr,Duisburg,2021,kein Wert verfügbar
DENW427,Essen Altenessener Straße 255,städtisches Gebiet,Verkehr,Essen,2021,kein Wert verfügbar
DENW428,Duisburg Duisburger Straße 66,städtisches Gebiet,Verkehr,Duisburg,2021,kein Wert verfügbar
DENW429,Bielefeld-Mitte,städtisches Gebiet,Verkehr,Bielefeld,2021,kein Wert verfügbar
DENW430,Düsseldorf Merowingerstraße,städtisches Gebiet,Verkehr,Düsseldorf,2021,kein Wert verfügbar
DENW436,Düren Euskirchener Straße 18/20,städtisches Gebiet,Verkehr,Düren,2021,kein Wert verfügbar
DENW438,Dortmund Bärenbruch,städtisches Gebiet,Verkehr,Dortmund,2021,kein Wert verfügbar
DENW439,Dortmund Bornstraße,städtisches Gebiet,Verkehr,Dortmund,2021,kein Wert verfügbar
DERP010,Mainz-Parcusstraße,städtisches Gebiet,Verkehr,Mainz,2021,33
DERP011,Mainz-Rheinallee,städtisches Gebiet,Verkehr,Mainz,2021,28
DERP012,Mainz-Große Langgasse,städtisches Gebiet,Verkehr,Mainz,2021,29
DERP020,Trier-Ostallee,städtisches Gebiet,Verkehr,Trier,2021,21
DERP023,Worms-Hagenstraße,städtisches Gebiet,Verkehr,Worms,2021,21
DERP024,Koblenz-Friedrich-Ebert-Ring,städtisches Gebiet,Verkehr,Koblenz,2021,26
DERP026,Frankenthal-Europaring,städtisches Gebiet,Verkehr,Frankenthal (Pfalz),2021,24
DERP036,Trier Kaiserstraße,städtisches Gebiet,Verkehr,Trier,2021,28
DERP041,Ludwigshafen-Heinigstraße,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2021,31
DERP045,Koblenz-Hohenfelder Straße,städtisches Gebiet,Verkehr,Koblenz,2021,30
DERP046,Neuwied-Hermannstraße,städtisches Gebiet,Verkehr,Neuwied,2021,20
DERP052,Mayen,städtisches Gebiet,Verkehr,Mayen,2021,23
DERP067,Koblenz-Bahnhofstr.,städtisches Gebiet,Verkehr,Koblenz,2021,30
DERP068,Koblenz-Hohenzollernstr.,städtisches Gebiet,Verkehr,Koblenz,2021,32
DERP070,Koblenz-Trierer Str.,städtisches Gebiet,Verkehr,Koblenz,2021,24
DERP071,Koblenz-Rübenach,städtisches Gebiet,Verkehr,Koblenz,2021,21
DERP072,Ludwigshafen-Heinigstr./Wredestr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2021,28
DERP073,Ludwigshafen-Kaiser-Wilhelmstr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2021,37
DERP074,Ludwigshafen-Heinigstr./Dörrhorststr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2021,35
DERP075,Speyer-Bahnhofstraße,städtisches Gebiet,Verkehr,Speyer,2021,24
DERP079,Mainz-Kaiserstr./Rheinallee,städtisches Gebiet,Verkehr,Mainz,2021,35
DERP080,Mainz-Leibnizstr.,städtisches Gebiet,Verkehr,Mainz,2021,25
DERP081,Mainz-Boppstr.,städtisches Gebiet,Verkehr,Mainz,2021,kein Wert verfügbar
DERP082,Mainz-Binger Str.,städtisches Gebiet,Verkehr,Mainz,2021,36
DERP083,Mainz-Bahnhofstr.,städtisches Gebiet,Verkehr,Mainz,2021,36
DERP084,Mainz-Hintere Bleiche,städtisches Gebiet,Verkehr,Mainz,2021,27
DERP085,Mainz-Neubrunnenplatz,städtisches Gebiet,Verkehr,Mainz,2021,34
DERP086,Mainz-Große Bleiche,städtisches Gebiet,Verkehr,Mainz,2021,29
DERP087,Mainz-Bauhofstr. (FM),städtisches Gebiet,Verkehr,Mainz,2021,26
DERP089,Mainz-Große Bleiche (Landtag),städtisches Gebiet,Verkehr,Mainz,2021,29
DERP090,Mainz-Feldbergplatz,städtisches Gebiet,Verkehr,Mainz,2021,25
DERP092,Mainz-Rheinallee/Parkh.,städtisches Gebiet,Verkehr,Mainz,2021,29
DERP094,Mainz-Rheinstraße 24,städtisches Gebiet,Verkehr,Mainz,2021,40
DERP095,Mainz-Rheinallee (Stadtbibliothek),städtisches Gebiet,Verkehr,Mainz,2021,37
DERP096,Mainz-Rheinstr. (DB Cargo),städtisches Gebiet,Verkehr,Mainz,2021,35
DERP097,Mainz-Windmühlenstr.,städtisches Gebiet,Verkehr,Mainz,2021,32
DERP098,Mainz-Fichteplatz,städtisches Gebiet,Verkehr,Mainz,2021,28
DERP099,Mainz-Schillerstr.,städtisches Gebiet,Verkehr,Mainz,2021,29
DERP100,Mainz-Rheinallee (LfU),städtisches Gebiet,Verkehr,Mainz,2021,37
DERP101,Mainz-Rheinstr. (Stadtmauer),städtisches Gebiet,Verkehr,Mainz,2021,38
DERP102,Mainz-Rheinstr. (Rheingoldhalle),städtisches Gebiet,Verkehr,Mainz,2021,36
DERP103,Wörth-Maximiliansau (B10),vorstädtisches Gebiet,Verkehr,Wörth am Rhein,2021,29
DERP105,Wörth-Maximiliansau (Rheinstr.),städtisches Gebiet,Verkehr,Wörth am Rhein,2021,22
DERP106,Koblenz-Charlottenstr.,städtisches Gebiet,Verkehr,Koblenz,2021,28
DERP107,Mainz-Rheinstr./Dagobertstr.,städtisches Gebiet,Verkehr,Mainz,2021,36
DESH022,Flensburg,städtisches Gebiet,Verkehr,Flensburg,2021,23
DESH025,Itzehoe Lindenstr.,städtisches Gebiet,Verkehr,Itzehoe,2021,26
DESH027,Kiel-Bahnhofstr. Verk.,städtisches Gebiet,Verkehr,Kiel,2021,30
DESH028,Ratzeburg,städtisches Gebiet,Verkehr,Ratzeburg,2021,kein Wert verfügbar
DESH030,Norderstedt,städtisches Gebiet,Verkehr,Norderstedt,2021,28
DESH052,Kiel-Theodor-Heuss-Ring,städtisches Gebiet,Verkehr,Kiel,2021,38
DESH053,Lübeck Moislinger Allee,städtisches Gebiet,Verkehr,Lübeck,2021,22
DESH059,Elmshorn-Holstenstraße,städtisches Gebiet,Verkehr,Elmshorn,2021,25
DESH060,Rendsburg-Materialhofstraße,städtisches Gebiet,Verkehr,Rendsburg,2021,28
DESH063,Neumünster-Feldstraße,städtisches Gebiet,Verkehr,Neumünster,2021,kein Wert verfügbar
DESL020,Saarbrücken-Verkehr,städtisches Gebiet,Verkehr,Saarbrücken,2021,27
DESL030,Ottweiler,städtisches Gebiet,Verkehr,Ottweiler,2021,23
DESN006,Borna,städtisches Gebiet,Verkehr,Borna,2021,14
DESN020,Görlitz,städtisches Gebiet,Verkehr,Görlitz,2021,20
DESN025,Leipzig-Mitte,städtisches Gebiet,Verkehr,Leipzig,2021,25
DESN061,Dresden-Nord,städtisches Gebiet,Verkehr,Dresden,2021,23
DESN075,Plauen-Süd,städtisches Gebiet,Verkehr,Plauen,2021,18
DESN077,Leipzig Lützner Str. ,städtisches Gebiet,Verkehr,Leipzig,2021,31
DESN083,Chemnitz-Leipziger Str.,städtisches Gebiet,Verkehr,Chemnitz,2021,27
DESN084,Dresden-Bergstr.,städtisches Gebiet,Verkehr,Dresden,2021,28
DESN091,Zwickau-Werdauer Str.,städtisches Gebiet,Verkehr,Zwickau,2021,19
DEST075,Halle/Merseburger Strasse,städtisches Gebiet,Verkehr,Halle (Saale),2021,kein Wert verfügbar
DEST091,Dessau Albrechtsplatz,städtisches Gebiet,Verkehr,Dessau-Roßlau,2021,kein Wert verfügbar
DEST092,Wittenberg/Dessauer Strasse,städtisches Gebiet,Verkehr,Wittenberg,2021,21
DEST095,Aschersleben,städtisches Gebiet,Verkehr,Aschersleben,2021,20
